Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
644,1266,40-49,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Neutral,Disagree,Disagree
645,1933,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,unem,properties first,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral
646,689,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Agree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Strongly Agree,,Somewhat Agree,Strongly Disagree,Strongly Disagree
647,2571,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,unem,properties first,Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree
648,1784,40-49,Graduate,Female,,50000-75000,false,true,false,false,false,,unem,properties first,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree
649,2390,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral
650,1583,50-59,Graduate,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree
651,459,50-59,Graduate,Female,,50000-75000,true,false,false,true,false,,unem,fairness first,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree
652,557,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,unem,fairness first,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Neutral
653,568,50-59,Graduate,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Strongly Agree,Disagree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree
654,2349,18-29,Bachelor,Female,,<25000,false,false,true,false,false,,unem,properties first,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral
655,1237,50-59,Graduate,Female,,<25000,false,false,true,false,false,,unem,properties first,Somewhat Agree,Strongly Agree,Somewhat Disagree,,Disagree,Agree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree
656,953,40-49,High School,Female,,>100000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
657,1616,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree
658,1214,50-59,Bachelor,Female,,50000-75000,false,false,true,false,false,,unem,properties first,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree
659,924,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
660,665,30-39,Graduate,Female,,25000-50000,false,true,false,false,false,,unem,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Disagree
661,1123,30-39,Associate or Diploma,Male,,<25000,false,true,false,false,false,,unem,properties first,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral
662,945,30-39,High School,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree
663,753,30-39,High School,Male,,<25000,false,false,false,true,false,,unem,fairness first,Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree
664,903,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree
