Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
1547,3215,30-39,Bachelor,Female,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Very Unfair,Neutral,Agree,Disagree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Fair,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree
1548,1373,40-49,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Very Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Unfair,Strongly Agree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Fair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Fair,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree
1549,321,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree
1550,2269,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,loan,properties first,Very Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree
1551,1698,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1552,960,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Fair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Disagree,Very Unfair,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Very Unfair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Unfair,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Disagree,Agree,Agree,Disagree,Somewhat Disagree,Agree,Fair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Fair,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree
1553,1598,40-49,High School,Female,,25000-50000,false,false,true,false,false,,loan,properties first,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree
1554,1271,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Strongly Agree,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral
1555,905,50-59,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Fair,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Unfair,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Fair,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Agree,Somewhat Disagree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree
1556,811,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Fair,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Unfair,Agree,Disagree,Neutral,Disagree,Somewhat Agree,Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Fair,Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Very Fair,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Very Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree
