Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1147,692,40-49,High School,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,,Strongly Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Fair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Very Unfair,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Unfair,Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Very Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree
1148,1633,18-29,Associate or Diploma,Female,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Disagree,,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree
1149,1802,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree
1150,593,40-49,Graduate,Female,,75000-100000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Unfair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Very Fair,Disagree,Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Unfair,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,,Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Disagree,Agree,,Somewhat Disagree,Agree,Agree,Somewhat Agree,Unfair,Disagree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Agree,Disagree,Agree,Agree,Agree
1151,619,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral
1152,2814,18-29,Bachelor,Male,,25000-50000,false,false,true,false,false,,rec,fairness first,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Disagree,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
1153,1818,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Unfair,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Agree,Unfair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Unfair,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree,Unfair,Neutral,Somewhat Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree
1154,586,30-39,High School,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Fair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral
1155,2116,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Disagree,Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Fair,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Fair,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Unfair,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Unfair,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
1156,720,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,,Strongly Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Very Fair,Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Disagree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,,Disagree,Somewhat Disagree,Agree,Strongly Agree,Disagree,Somewhat Fair,Agree,,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Fair,Disagree,Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree
1157,2277,40-49,High School,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Neutral,Unfair,Neutral,Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Fair,Somewhat Agree,,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
1158,1663,30-39,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Very Fair,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Disagree,Somewhat Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Fair,Agree,Strongly Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Somewhat Fair,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Unfair,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree
1159,2356,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree
1160,771,60-69,Associate or Diploma,Female,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Fair,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Fair,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Unfair,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree
