Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
944,1210,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Somewhat Agree,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral
945,526,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
946,409,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
947,414,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Neutral,Agree,Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,,Agree,Neutral
948,444,18-29,High School,Male,,<25000,false,false,false,true,false,,ins,properties first,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral
949,586,50-59,High School,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Disagree
950,472,40-49,Associate or Diploma,Male,,25000-50000,false,false,false,false,true,,ins,fairness first,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Somewhat Agree,Disagree
952,326,30-39,Graduate,Male,,75000-100000,false,true,false,false,false,,ins,fairness first,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
953,567,50-59,High School,Female,,25000-50000,false,false,true,false,false,,ins,fairness first,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree
954,386,30-39,Bachelor,Male,,>100000,false,true,false,true,false,,ins,properties first,Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
955,1394,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
956,784,30-39,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Disagree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Disagree
957,622,18-29,Associate or Diploma,Male,,<25000,false,false,false,true,false,,ins,properties first,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree
958,659,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Agree,Somewhat Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Disagree
959,491,30-39,Graduate,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,,Agree,Agree
960,1160,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,ins,properties first,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Neutral,,Strongly Disagree,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral
961,339,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral
962,577,40-49,High School,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree
963,325,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Neutral
964,1931,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree
965,597,60-69,Associate or Diploma,Female,,<25000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree
967,1559,50-59,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree
968,380,60-69,Associate or Diploma,Male,,>100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
969,1421,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,ins,properties first,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
970,825,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,ins,properties first,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree
971,307,40-49,Less than high School,Female,,<25000,false,false,false,true,false,,ins,properties first,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
