Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race Reliability,Race Relevance,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated Reliability,Hospital Treated Relevance,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission Reliability,Admission Relevance,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges Reliability,Number of Discharges Relevance,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
795,992,50-59,Bachelor,Male,,<25000,false,false,false,true,false,,hos,properties first,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral
796,848,40-49,High School,Female,,>100000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree
797,533,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree
798,314,40-49,High School,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
799,1086,30-39,High School,Male,,75000-100000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
800,1912,40-49,High School,Female,,75000-100000,false,false,false,true,false,,hos,properties first,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
801,516,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Neutral
802,418,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,hos,properties first,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
803,879,40-49,Graduate,Male,,>100000,false,true,false,false,false,,hos,fairness first,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
804,2085,30-39,Bachelor,Female,,75000-100000,false,true,false,false,false,,hos,fairness first,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree
805,1050,50-59,Graduate,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Neutral
806,312,18-29,High School,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
807,300,30-39,High School,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
808,1014,18-29,High School,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree
809,840,70 up,Associate or Diploma,Male,,50000-75000,false,false,false,true,true,,hos,fairness first,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree
810,507,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,hos,fairness first,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
811,1266,40-49,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,hos,fairness first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,,Neutral,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Disagree
812,686,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
813,557,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Somewhat Disagree,Strongly Disagree
814,1089,50-59,Associate or Diploma,Male,,<25000,false,false,true,false,false,,hos,fairness first,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree
815,383,40-49,High School,Female,,>100000,false,false,false,true,false,,hos,fairness first,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
816,1111,50-59,High School,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree
817,2083,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral
818,1140,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,false,false,,hos,properties first,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree
