Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
863,470,18-29,Associate or Diploma,Male,,50000-75000,false,true,false,false,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree
864,813,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Neutral
865,514,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree
866,616,50-59,Bachelor,Female,,<25000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
867,627,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Agree,Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
868,1751,30-39,Graduate,Female,,25000-50000,false,true,false,false,false,,loan,fairness first,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree
869,847,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree
870,419,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Disagree,Disagree
871,551,18-29,Bachelor,Female,,>100000,false,false,true,false,false,,loan,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral
872,1735,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
873,1288,40-49,Associate or Diploma,Female,,75000-100000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree
874,940,30-39,Graduate,Male,,<25000,false,true,false,false,false,,loan,fairness first,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,,Disagree,Agree,Strongly Disagree,Disagree
875,1649,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,loan,fairness first,Agree,Agree,Neutral,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree
876,773,18-29,Graduate,Female,,75000-100000,false,true,false,false,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral
877,2462,50-59,Bachelor,Female,,>100000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
878,763,70 up,Graduate,,,50000-75000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,,,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
879,462,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Disagree
880,525,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,loan,fairness first,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree
881,584,40-49,High School,Female,,<25000,false,false,false,true,false,,loan,properties first,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
882,1325,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,loan,fairness first,Somewhat Agree,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree
